,0,1,2,3,4
y,26.68851962381924,20.508053037976254,18.35263516727697,9.11894727998089,23.0988661709629
dhat,42.554126193190996,39.842243610222326,38.135642163557925,28.641256648714347,41.7355088940696
imp,15.865606569371757,19.334190572246072,19.783006996280957,19.522309368733456,18.636642723106704
