,0,1,2,3,4
y,23.122772346766652,19.484945456444635,16.81247117166171,7.894275128310908,21.758071061107938
dhat,37.99221089380977,36.08182315819136,33.0381924038625,22.07963439360011,38.031280576686825
imp,14.869438547043117,16.596877701746727,16.225721232200794,14.1853592652892,16.273209515578888
