,0,1,2,3,4
y,18.866247291885152,19.129171369053907,16.32709445892832,7.530991935534985,21.69023524325311
dhat,35.03333180046361,33.1055526478862,30.622565847721415,19.496373643928745,36.7040006186592
imp,16.167084508578455,13.976381278832292,14.295471388793096,11.96538170839376,15.013765375406091
