,0,1,2,3,4
y,17.411618570061222,6.463655347541328,9.275375867615717,3.510937798828137,6.737075257232324
dhat,22.145707238670447,16.643076450514048,19.093418597729045,17.292301741128593,18.20238270340916
imp,4.734088668609225,10.17942110297272,9.818042730113328,13.781363942300455,11.465307446176837
