,0,1,2,3,4
y,21.229998505723408,10.975368438258338,13.053998057645602,8.595765016474589,11.286682600000121
dhat,26.275712629633112,21.024252808079854,23.603259792220754,21.6615497486262,22.371131672240992
imp,5.045714123909704,10.048884369821517,10.549261734575152,13.065784732151611,11.08444907224087
