,0,1,2,3,4
y,2.785193088556847,11.641712540157247,11.43294679410953,23.345281108213523,14.321270890290041
dhat,29.391079695937755,23.84526646623302,23.399814269553207,35.37240212670898,26.270238224547636
imp,26.605886607380906,12.203553926075774,11.966867475443678,12.027121018495453,11.948967334257595
