,0,1,2,3,4
y,2.3363900522520047,10.210062512661137,9.96970274400647,20.443636312783056,12.642113394175595
dhat,25.493466468216035,20.497021899480963,20.130303046686038,31.82636844912225,22.85939484677784
imp,23.15707641596403,10.286959386819825,10.160600302679567,11.382732136339193,10.217281452602244
