,0,1,2,3,4
y,17.64906367169249,12.976030170002366,19.039077994756674,17.562828914529828,21.036206163908044
dhat,25.124455872583304,23.9922001719462,25.63551418483826,23.2073214381694,26.36513860791697
imp,7.475392200890816,11.016170001943836,6.596436190081587,5.644492523639574,5.328932444008924
