,0,1,2,3,4
y,21.229998505723408,10.975368438258338,13.053998057645602,8.595765016474589,11.286682600000121
dhat,25.14517105180819,18.27709550576278,20.514992795910892,18.340094692892542,18.780893925738937
imp,3.915172546084783,7.301727067504443,7.46099473826529,9.744329676417953,7.494211325738815
