         4310950 function calls (4216646 primitive calls) in 6.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.001    0.000 markers.py:697(_set_tickup)
        2    0.000    0.000    0.002    0.001 _data.py:83(scale)
      412    0.000    0.000    0.000    0.000 backend_bases.py:834(get_dashes)
       84    0.000    0.000    0.000    0.000 __init__.py:1696(safe_first_element)
       16    0.000    0.000    0.001    0.000 transforms.py:876(update_from_path)
        2    0.000    0.000    0.821    0.410 backend_bases.py:2119(print_figure)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      209    0.000    0.000    0.000    0.000 text.py:828(get_position)
       59    0.000    0.000    0.001    0.000 axis.py:518(_get_text2_transform)
      396    0.000    0.000    0.000    0.000 ticker.py:227(set_axis)
        2    0.000    0.000    0.000    0.000 nanfunctions.py:1427(nanvar)
      122    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
      109    0.000    0.000    0.000    0.000 backend_pdf.py:1798(recordXref)
       67    0.000    0.000    0.000    0.000 backend_pdf.py:2462(fillcolor_cmd)
       26    0.000    0.000    0.000    0.000 generic.py:188(__init__)
        6    0.000    0.000    0.266    0.044 backend_qt5.py:467(_draw_idle)
       23    0.000    0.000    0.006    0.000 font_manager.py:881(set_fontconfig_pattern)
    39/15    0.000    0.000    0.028    0.002 offsetbox.py:345(get_extent)
       48    0.000    0.000    0.001    0.000 patches.py:453(set_fill)
      513    0.000    0.000    0.000    0.000 backend_bases.py:1034(get_sketch_params)
       70    0.000    0.000    0.001    0.000 backend_qt5.py:240(_dpi_ratio)
       10    0.000    0.000    0.000    0.000 backend_bases.py:3017(_wait_cursor_for_draw_cm)
       48    0.000    0.000    0.001    0.000 axis.py:2228(get_ticks_position)
       44    0.000    0.000    0.004    0.000 backend_pdf.py:340(write)
        2    0.000    0.000    0.051    0.026 backend_pdf.py:883(writeFonts)
        1    0.000    0.000    0.001    0.001 texmanager.py:41(TexManager)
       59    0.000    0.000    0.000    0.000 {method 'get_path' of 'matplotlib.ft2font.FT2Font' objects}
        3    0.000    0.000    0.002    0.001 _base.py:2626(autoscale_view)
       70    0.000    0.000    0.000    0.000 transforms.py:2391(transform_path_non_affine)
      475    0.000    0.000    0.000    0.000 axis.py:360(<genexpr>)
       14    0.000    0.000    0.001    0.000 core.py:3067(__array_wrap__)
       21    0.000    0.000    0.000    0.000 copy.py:66(copy)
       15    0.000    0.000    0.002    0.000 transforms.py:1356(contains_branch)
        3    0.000    0.000    0.001    0.000 collections.py:2093(draw)
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
       73    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:79(get_canvas_width_height)
      112    0.000    0.000    0.019    0.000 _mathtext.py:111(get_metrics)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1715(__init__)
       48    0.000    0.000    0.000    0.000 generic.py:5467(__setattr__)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:680(values)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
    29/27    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       16    0.000    0.000    0.000    0.000 axis.py:2391(_update_offset_text_position)
       17    0.000    0.000    0.015    0.001 backend_bases.py:1986(inaxes)
       88    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
       27    0.000    0.000    0.000    0.000 pathlib.py:717(__str__)
      722    0.000    0.000    0.000    0.000 fromnumeric.py:3216(_around_dispatcher)
      590    0.000    0.000    0.000    0.000 backend_bases.py:792(restore)
      292    0.000    0.000    0.000    0.000 core.py:1357(getmask)
       65    0.000    0.000    0.000    0.000 axis.py:1365(get_minor_ticks)
       25    0.000    0.000    0.000    0.000 blocks.py:127(__init__)
       92    0.000    0.000    0.000    0.000 _mathtext.py:1168(get_kerning)
       78    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(cumsum)
        3    0.000    0.000    0.001    0.000 collections.py:344(draw)
       11    0.000    0.000    0.000    0.000 _base.py:2893(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method x}
      456    0.000    0.000    0.000    0.000 axis.py:290(get_loc)
      233    0.000    0.000    0.000    0.000 text.py:536(get_wrap)
      102    0.000    0.000    0.000    0.000 axis.py:225(get_tick_padding)
        8    0.000    0.000    0.001    0.000 deprecation.py:353(delete_parameter)
      385    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.284    0.095 pyplot.py:675(figure)
       30    0.000    0.000    0.000    0.000 enum.py:933(__and__)
        3    0.000    0.000    0.015    0.005 __init__.py:2181(_unmultiplied_rgba8888_to_premultiplied_argb32)
      671    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       50    0.000    0.000    0.001    0.000 transforms.py:2287(blended_transform_factory)
        6    0.000    0.000    0.001    0.000 nanfunctions.py:862(nanmean)
       24    0.000    0.000    0.001    0.000 blocks.py:2672(get_block_type)
       10    0.000    0.000    0.001    0.000 core.py:5660(min)
       52    0.000    0.000    0.000    0.000 transforms.py:1817(is_separable)
      348    0.000    0.000    0.000    0.000 backend_bases.py:996(set_snap)
       14    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:890(_find_spec)
    39/21    0.000    0.000    0.028    0.001 offsetbox.py:474(<listcomp>)
       36    0.000    0.000    0.002    0.000 text.py:223(_get_xy_display)
       98    0.000    0.000    0.000    0.000 _mathtext.py:1656(__init__)
      122    0.000    0.000    0.000    0.000 backend_pdf.py:2251(encode_string)
      124    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       76    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
        1    0.000    0.000    0.011    0.011 colorbar.py:414(__init__)
        7    0.000    0.000    0.000    0.000 figure.py:299(get_children)
       36    0.000    0.000    0.007    0.000 axis.py:239(set_clip_path)
       24    0.000    0.000    0.000    0.000 spines.py:294(set_position)
        8    0.000    0.000    0.000    0.000 collections.py:804(_set_edgecolor)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
     1040    0.000    0.000    0.000    0.000 ImagePalette.py:46(palette)
       73    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
       10    0.000    0.000    0.001    0.000 series.py:791(take)
       78    0.000    0.000    0.001    0.000 fromnumeric.py:2458(cumsum)
        3    0.000    0.000    0.001    0.000 backend_qt5.py:266(showEvent)
       12    0.000    0.000    0.001    0.000 backend_qt5.py:273(get_width_height)
       15    0.000    0.000    0.000    0.000 arrayprint.py:980(__call__)
        6    0.000    0.000    0.000    0.000 _base.py:795(_set_lim_and_transforms)
        3    0.000    0.000    0.069    0.023 backend_qt5.py:613(show)
       41    0.000    0.000    0.003    0.000 pyparsing.py:1291(extract_stack)
      122    0.000    0.000    0.000    0.000 cp1252.py:11(encode)
       41    0.000    0.000    0.001    0.000 linecache.py:53(checkcache)
       24    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       59    0.000    0.000    0.002    0.000 axis.py:515(_get_text1_transform)
       35    0.000    0.000    0.001    0.000 axis.py:1436(update_units)
       50    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
      121    0.000    0.000    0.002    0.000 transforms.py:263(__array__)
       70    0.000    0.000    0.000    0.000 common.py:201(is_object_dtype)
       15    0.000    0.000    0.000    0.000 weakref.py:66(__call__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:5018(__lshift__)
        1    0.000    0.000    0.001    0.001 backend_ps.py:217(RendererPS)
    80/30    0.000    0.000    0.000    0.000 transforms.py:2368(<lambda>)
      156    0.000    0.000    0.000    0.000 core.py:3637(_get_data)
        2    0.000    0.000    0.813    0.407 backend_pdf.py:2705(print_pdf)
       72    0.000    0.000    0.000    0.000 offsetbox.py:318(get_visible_children)
    94/89    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
       14    0.000    0.000    0.000    0.000 ntpath.py:180(split)
       20    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        4    0.000    0.000    0.010    0.003 PngImagePlugin.py:1192(_save)
       19    0.000    0.000    0.001    0.000 backend_pdf.py:2483(clip_cmd)
       38    0.000    0.000    0.000    0.000 dtypes.py:1132(is_dtype)
       81    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       86    0.000    0.000    0.000    0.000 _methods.py:60(_all)
       94    0.000    0.000    0.000    0.000 common.py:537(is_categorical_dtype)
       10    0.000    0.000    0.020    0.002 cm.py:293(to_rgba)
       94    0.000    0.000    0.000    0.000 core.py:1278(_replace_dtype_fields_recursive)
      216    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      345    0.000    0.000    0.000    0.000 artist.py:650(get_sketch_params)
      412    0.000    0.000    0.000    0.000 backend_bases.py:1030(get_hatch_linewidth)
        6    0.000    0.000    0.001    0.000 _base.py:752(set_figure)
       35    0.000    0.000    0.000    0.000 axis.py:1336(get_major_locator)
      329    0.000    0.000    0.000    0.000 __init__.py:1654(<lambda>)
    49/43    0.000    0.000    0.001    0.000 generic.py:5449(__getattr__)
       18    0.000    0.000    0.000    0.000 backend_bases.py:2329(mpl_connect)
      176    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        3    0.000    0.000    0.000    0.000 {singleShot}
      176    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.142    0.024 _subplots.py:16(__init__)
        4    0.000    0.000    0.010    0.003 ImageFile.py:478(_save)
       12    0.000    0.000    0.000    0.000 signal.py:35(_enum_to_int)
      412    0.000    0.000    0.000    0.000 backend_bases.py:874(get_snap)
      227    0.000    0.000    0.000    0.000 axis.py:562(locator)
        6    0.000    0.000    0.000    0.000 backend_qt5.py:375(sizeHint)
       20    0.000    0.000    0.000    0.000 common.py:75(is_bool_indexer)
      311    0.000    0.000    0.000    0.000 markers.py:372(_set_nothing)
      221    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       28    0.000    0.000    0.003    0.000 _mathtext.py:2349(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'get_sfnt_table' of 'matplotlib.ft2font.FT2Font' objects}
      243    0.000    0.000    0.000    0.000 artist.py:811(get_alpha)
       55    0.000    0.000    0.000    0.000 backend_bases.py:1733(<lambda>)
      168    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
      351    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
       25    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       42    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
        6    0.000    0.000    0.002    0.000 offsetbox.py:676(draw)
       30    0.000    0.000    0.000    0.000 offsetbox.py:659(get_extent)
       29    0.000    0.000    0.001    0.000 generic.py:3783(_get_item_cache)
       98    0.000    0.000    0.001    0.000 axis.py:1595(set_minor_formatter)
       83    0.000    0.000    0.002    0.000 patches.py:359(set_facecolor)
     14/6    0.000    0.000    0.016    0.003 <frozen importlib._bootstrap>:650(_load_unlocked)
       83    0.000    0.000    0.001    0.000 patches.py:341(set_edgecolor)
       65    0.000    0.000    0.001    0.000 backend_pdf.py:817(beginStream)
       23    0.000    0.000    0.000    0.000 __init__.py:172(check_getitem)
       43    0.000    0.000    0.001    0.000 axis.py:451(_get_text2_transform)
        6    0.000    0.000    0.000    0.000 core.py:2334(masked_invalid)
       46    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       59    0.000    0.000    0.000    0.000 enum.py:417(__setattr__)
       44    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       23    0.000    0.000    0.006    0.000 fontconfig_pattern.py:119(parse)
      161    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
        6    0.000    0.000    0.000    0.000 _base.py:1670(get_data_ratio)
       35    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       31    0.000    0.000    0.006    0.000 series.py:839(__getitem__)
        6    0.000    0.000    0.005    0.001 _base.py:1116(_gen_axes_spines)
      430    0.000    0.000    0.000    0.000 backend_bases.py:1011(get_hatch)
        3    0.000    0.000    0.002    0.001 _pylab_helpers.py:45(destroy)
        3    0.000    0.000    0.000    0.000 windows.py:39(general_cosine)
        3    0.000    0.000    0.000    0.000 gridspec.py:347(__init__)
       35    0.000    0.000    0.000    0.000 artist.py:1074(set_label)
       30    0.000    0.000    0.000    0.000 text.py:521(set_clip_box)
        1    0.000    0.000    0.002    0.002 TiffImagePlugin.py:41(<module>)
     18/3    0.000    0.000    0.000    0.000 arrayprint.py:751(recurser)
      345    0.000    0.000    0.000    0.000 fromnumeric.py:2362(_all_dispatcher)
       32    0.000    0.000    0.000    0.000 ticker.py:771(get_offset)
       17    0.000    0.000    0.000    0.000 backend_bases.py:1361(_update_enter_leave)
       26    0.000    0.000    0.000    0.000 backend_pdf.py:2425(joinstyle_cmd)
      105    0.000    0.000    0.000    0.000 colors.py:287(<genexpr>)
      122    0.000    0.000    0.000    0.000 _mathtext.py:255(_get_offset)
        1    0.000    0.000    0.001    0.001 texmanager.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _base.py:3402(get_xlim)
       32    0.000    0.000    0.001    0.000 transforms.py:1568(transform_path)
       18    0.000    0.000    0.000    0.000 inspect.py:625(cleandoc)
        2    0.000    0.000    0.003    0.002 collections.py:76(__init__)
       24    0.000    0.000    0.000    0.000 {built-in method palette}
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(sum)
      267    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
