,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
123,(0.12383686337308385-0.25084866623047297j),(0.05733740446356747-0.04350972883563905j),(-0.1409741727741872+0.2083321120985134j),(-0.04056518795991092-0.1511259503419426j),(0.1132061049255749+0.1935068685907779j),(0.3943022432873472-0.23675024318644333j),(-0.000706797688094802-0.12589106148158788j),(-0.21262029347640063+0.24809957817690986j),(0.19887014217866708-0.022503795680765604j),(0.12201503339414252+0.1228610612543297j),(-0.4051788023630038-0.21071542062304632j),(-0.052150174122316637+0.045213505070788945j),(0.26927108495918745+0.09182758397513732j),(-0.21014538192805776-0.1504610579314475j),(0.09848604860965023-0.08823155140564354j),(0.7170670946749853+0.15853486230484648j),(-0.15319854437087568-0.0756681626986022j),(-0.22995982027460937-0.12127498603070379j),(0.7094246595899137+0.2184219403354443j),(-0.2384789911958618-0.1658634248839933j),(0.2156568385002625+0.009179178705410485j),(0.0535371476566438-0.15718405040403863j),(-0.13371053932751192+0.16548911305405278j),(0.004835290904830342+0.18968165142881133j),(0.20107411461054625+0.06649020340147965j)
124,(0.003783273466362895+0.0016855164842856528j),(-0.0013929913086783872+0.018532576100580993j),(-0.129702219698312+0.047956769782979955j),(-0.020664201587688037-0.04315108038431308j),(-0.03446935328355421+0.117780262344449j),(0.06588944101926811-0.24371624076398363j),(0.07378685933230338-0.09194211353639388j),(-0.07610461492387469+0.42080830725100205j),(-0.0010454741343689372-0.09763084901118503j),(0.244619513412152+0.18840713306422832j),(-0.2572636279802124+0.07318329508843148j),(-0.11420996388476796+0.0045509813221093105j),(0.3211811744782419-0.012904016281974684j),(-0.14526737534944087+0.021458486157185097j),(0.08689054593743453-0.17271357572916146j),(0.5584592155861311-0.2873052568367908j),(0.2291133494615416-0.16407832012932883j),(-0.19696401577679118-0.4310565384864016j),(0.5640147848874962+0.06028659371711943j),(-0.26231158437645435-0.27087584759802164j),(0.09910983857665234+0.004983694698480989j),(0.08407947457672371+0.006277467892515317j),(0.09592450314556773+0.22856403336271464j),(-0.035622028186350685+0.0949157817757971j),(0.24815608513792264+0.042874019616963154j)
125,(0.3653338839966021-0.02094321611108432j),(0.08398000121043302+0.065810864695021j),(-0.1605772214433405-0.006419646337888517j),(0.13641362848176045+0.17699467573063102j),(0.01618307907165218-0.17029322956313275j),(0.023889346935748984-0.37739494148096986j),(0.2602870036369157-0.11043092742374791j),(-0.05067907108284525-0.0508291376371615j),(0.32188047533162933-0.2551003810388795j),(-0.10116206511223161-0.1798974157774706j),(-0.20971792847216145+0.042583482138202844j),(-0.03888749959486629+0.09642421427509197j),(0.24311215991907542-0.017846160541962273j),(-0.003692655682866749-0.0002245979958264699j),(0.10038420131867275+0.15509037326197306j),(0.2075678727261962-0.02361353710585445j),(0.19059403987469892+0.11307265584172776j),(0.00990347441625624-0.15643175434432618j),(0.2417799719661418+0.07188369392290778j),(0.1299916623494618-0.1540501594237116j),(-0.04953627857443427+0.003385842792331638j),(-0.051329042824732954+0.04326684454888689j),(0.07945359899847643+0.05091729594814437j),(-0.01818078753999331+0.041482745488172164j),(0.013375342689833621+0.07733661015388774j)
126,(0.32285955799599064-0.14552821512102182j),(-0.1342294108019101+0.23377165498661967j),(0.021694730818970786-0.15292311196321684j),(-0.060473575055265+0.026777954860089576j),(0.021437887205903908-0.24464178730782818j),(-0.10820403644501461-0.2714617033001756j),(0.19409818937524834+0.16282092059615288j),(-0.13171594204310358-0.04098144887285007j),(0.10780297106342342+0.05990635090404214j),(-0.1510763730510592-0.029268449639111207j),(0.0827176096605927-0.014421890051772513j),(-0.15405017647614336-0.004264961686924952j),(0.0637233399114564-0.02275003742542362j),(-0.16616737396003028+0.19104783442091722j),(-0.048102183136433975+0.06340144604217098j),(-0.15418906174057928+0.04637399667498138j),(0.16548033698122672+0.19952464930780467j),(-0.08273025820367867-0.047310988565192676j),(0.6505999448562461-0.04080299712371359j),(0.31954054859247394+0.036236694773085165j),(-0.03638776351961659+0.03887229251910012j),(-0.002672000049946121-0.017303075375235386j),(0.007040157029213456+0.012307038147707164j),(0.047590860180698344+0.01907542482294145j),(0.036206648858706246+0.046260329074005985j)
127,(0.19130530617310773+0.06273216397246781j),(0.021153193957829088+0.11085650713844666j),(0.23609193411205714+0.022388560619280195j),(-0.021607617886768862-0.18859783342127856j),(-0.033431865560926144+0.03452982645252958j),(-0.026052276870864772-0.027792991794232492j),(0.32351937985950907+0.00018516099458854018j),(-0.08973931373755464-0.16328159756534055j),(-0.008102628534830555-0.07838209974831753j),(0.021676147545804478+0.1095065019055407j),(0.2646260343440307-0.047413370840109735j),(-0.08650930950677287-0.02970875398837457j),(0.2647637798096876-0.01800605582087562j),(-0.19543131334893835-0.1433115427845447j),(0.022317582141634706-0.01109463906567729j),(-0.08861054675635523+0.1457301206225982j),(0.051560012236567906+0.10299187958902628j),(-0.047144507582258986+0.10753229329059591j),(0.1965423792101661-0.033841705936218755j),(-0.050088094031198724+0.02403017204686319j),(0.004349994588462973+0.04021789874009358j),(-0.029800952389245253-0.047762674088961815j),(-0.008119112378991837+0.061596950049278655j),(0.011405023145484033-0.015267001590454337j),(0.011471107900030517-0.011069563209961775j)
128,(0.3830545529957321+0.002409260066008929j),(-0.04808251633276116-0.0485534499360456j),(-0.030671979247166824+0.28149051047350404j),(-0.1173666710430491-0.09182514178613102j),(0.008995436774170286-0.11259279558582264j),(-0.09347696922103949-0.14047756603545242j),(0.16910641222268713-0.007463549118201615j),(-0.025166634552684884+0.02251907910729982j),(0.12296273489883643+0.17797097684243232j),(-0.15124680653843198-0.09623768578363393j),(-0.012584445216095147-0.41817786302597343j),(-0.1365019929346525-0.08186103224615657j),(0.41850937799121307+0.11171387894349241j),(-0.04011449197110263-0.010797728737116527j),(-0.19170252908026908+0.12313082996688215j),(0.03571372784316638+0.08206215978723466j),(0.04364681897961064-0.1584087057124082j),(-0.05375639802218739+0.15062667088486117j),(0.13949702828916885-0.08642057271769216j),(-0.10481846357773236+0.02629399187460322j),(0.14980030491453647+0.011648643218857118j),(-0.041701122391578416-0.030386959749499357j),(0.0032257373535286484+0.11075955304745612j),(-0.04945692221555428-0.06340770777915744j),(0.009710072612212316-0.020239017173607488j)
129,(0.30207217019823046-0.20619317081452j),(0.08368047904621266+0.0015116267685695642j),(0.024461045660395364+0.2956822792702135j),(-0.12768707747877742+0.07812801618722363j),(0.08707631729494329-0.17376385759091112j),(0.06960009201614724-0.15707740765842612j),(0.19329114280447923-0.10539160545364418j),(0.13543756570407556+0.19332151006814924j),(0.014156065803405615+0.06478267190482129j),(-0.1415349921686176-0.16467362328878155j),(0.027036978377267044-0.4308803710705858j),(0.053111765497955016-0.17476496867770425j),(0.3449546524650081+0.1825574406898039j),(-0.009153852562254684+0.15306215030581138j),(-0.16381202722738486-0.15594882183460984j),(0.024861091401540285-0.10121655273324208j),(0.12130965006189093-0.04843506107424204j),(0.08350181047972281+0.11170616590541668j),(0.014541930438249312+0.0470412025621978j),(-0.08506651182213881-0.11142201708387j),(0.052028407324649334-0.10182161372797681j),(-0.14328309014804658-0.06674619528085902j),(0.07279207102935148-0.013698789877747496j),(-0.05260762680946243+0.007145488694254742j),(0.03544642126027178+0.0819861330161622j)
130,(-0.07260087016217225-0.022108574650301735j),(0.0396769645052831+0.08523942106086012j),(0.045183110954982224+0.08719672400406825j),(0.012589774066836286+0.05854613952975679j),(-0.02896950368040374+0.14642570020522216j),(-0.029393105401721183-0.01437651790329195j),(0.1792529992867429+0.12808384518011862j),(0.007488174813586934-0.13825630570144007j),(0.01877314552477327-0.2016726200395944j),(-0.22474747433702771+0.25891846502552335j),(-0.06681998441489076+0.11578204217478408j),(0.11308507899270293+0.04278487337506607j),(0.25307540318989724-0.03880534297297823j),(0.21346676130657177+0.018673345218713167j),(0.15257923170907273+0.0037080176164752676j),(-0.07751205164336152+0.05444435064939734j),(0.051679133811921886+0.07052181356943937j),(0.18557200293230475+0.05301269755655333j),(0.1456952975042272+0.08033650419050826j),(0.08749638806603202+0.03211122781056626j),(0.0006369146231324012+0.10619453718314618j),(-0.004412046430610772-0.13095818241666246j),(0.11052033272821525+0.006100020596233137j),(0.07499007113024336+0.09106819383537705j),(0.31400442008542107-0.1475064317473468j)
131,(0.036205371939406976+0.04197440794715291j),(-0.015768021441430934+0.00046541104262577335j),(0.10213440654977393+0.21489927229811315j),(0.15079699216523867+0.2832828227449154j),(0.06029669420658484-0.009417516012715933j),(0.14329861232885238-0.03938551274851869j),(0.1623523240464151+0.08651773276444437j),(0.07966874592737724+0.10561426529724897j),(0.23192001995049188-0.10798691662137452j),(-0.09649896224420995-0.15057060705064673j),(-0.037464818080889715-0.010933032026871847j),(-0.10519913019895523-0.09326028234488339j),(0.2880214089559099+0.0006036316247768486j),(0.2314279409617676+0.1240794936234681j),(0.07223274804863765+0.06622067956234828j),(0.12087865279611716-0.037374853369562706j),(0.08406793592451248+0.07132087806629178j),(0.22356039849244275+0.007277144644345496j),(0.38305858949726007-0.1340361050373016j),(-0.045127892262483135-0.14009333596976353j),(-0.04973108170238207+0.13625317983877774j),(-0.2573104711585453+0.05455946667983243j),(0.17160445614933625-0.053697332863999594j),(0.29284200034444996+0.2821481201759789j),(0.2514119273559834+0.004940332700927363j)
132,(0.42275442544296776-0.12532943739454236j),(-0.17475477755476126-0.01577953241354972j),(0.05684557262853643+0.04799209618432465j),(0.217966249947585+0.28166995653121074j),(-0.005696913823299371+0.06848758197820762j),(-0.1989766660185134+0.12082805314338355j),(0.1820126147849311-0.055021095480234025j),(0.005845376820865812-0.02830176363793223j),(-0.15599740350448005-0.24610377766931824j),(-0.049953349422803404-0.07771370262572222j),(-0.01825403924483018-0.30375369516794004j),(0.055102843773410855+0.15837694869108226j),(0.07838480838023985-0.006437120560083125j),(0.3210347703772686-0.19817181293941682j),(0.0478519503375037-0.04823245846828318j),(0.13119789905092405-0.03209717394147141j),(-0.0398860726115175+0.04746766388728147j),(0.019058740459014404+0.03988413195245051j),(0.13720881346494607+0.0984823173449609j),(0.02514247220551572+0.00044705393336479105j),(0.24616287146481453-0.049058704415482296j),(-0.198871470762019+0.012313603186202813j),(-0.015299690191185912+0.03703617537916559j),(0.09957578137773028+0.31070179000412623j),(0.033977380782886785+0.08830533608989846j)
133,(0.44672869038068264-0.09929659953481176j),(-0.049167476516305854-0.051616436534196994j),(-0.04796671657883145+0.079273042566558j),(0.038797728573975926+0.2198048659339435j),(0.005373735974199684+0.013975133338533181j),(-0.13476698091768946-0.007407645634284208j),(0.08607045109991453-0.05602919817429808j),(0.025034119982212354+0.07792821070232332j),(-0.04511680107531842-0.04749485014352353j),(-0.07465896140002565-0.046214895310233595j),(-0.17317653410944997-0.30030964853690895j),(-0.11704754104482729-0.05984283548016429j),(0.1955848102330518+0.018983154640410643j),(0.16889787039782667-0.008445308478983421j),(-0.05298162525492523+0.08658731514104491j),(0.16708278450524852-0.04315804896687533j),(-0.1369458447123058-0.040762424289248464j),(0.06846941551042002-0.03651989497028832j),(0.06730199765531447+0.11816978977623371j),(0.011659414886881644+0.10042767387827703j),(0.08772257573278669+0.008517145742447942j),(-0.03999341113791889+0.036205490721233746j),(-0.02617303657432211-0.04068285489655832j),(0.020363956905134067+0.02743646771399895j),(0.045033342161544906+0.018172853292464684j)
134,(0.44998672518766447-0.16647221307907975j),(-0.15719323100703397-0.12470574814104346j),(0.007859837116414192+0.34253612715008414j),(0.07918307796469864+0.247029574492852j),(-0.012827371297345729-0.2546479118793997j),(-0.005475848941568444-0.07104775756995563j),(0.00825140406814889-0.0020368249387039913j),(0.050318296594777615-0.006835942254421443j),(0.05398179841502929+0.031211340877273026j),(-0.04358344095621446+0.05969287034686469j),(-0.18704135442667053-0.3711560196163013j),(-0.04957892246844677+0.14169689727992635j),(0.30397164033942153-0.060053134025479536j),(0.2065609756720417-0.051434651171766j),(-0.25537668713876155+0.10387683841988608j),(0.3157314853078141-0.0463455891677696j),(-0.10924810428306388-0.2898267429788612j),(-0.12973574040738736+0.1799613370783507j),(0.196753319152292+0.16556194523900036j),(0.3252460153679364-0.0010751360630811557j),(0.0013388376394957585-0.11522649978098475j),(-0.04985815611950613-0.06289143027354091j),(0.03735889430128716+0.005853194538622947j),(0.1457382263221727+0.0033773184489511274j),(0.078201138432764+0.06300022680426316j)
135,(0.1592581551084844-0.04285593190575434j),(0.01405120140007092-0.07210742824868338j),(-0.055686575711542306+0.05501933710779651j),(-0.003446720650309959+0.1086669789144507j),(0.003212101130992533-0.043238068032482375j),(0.025177164593038686-0.011862439812610344j),(0.044361810980592296-0.008253891307036205j),(-0.05518661850303077-0.03486468538515761j),(-0.008609100035441294+0.0017358013143707642j),(0.012631338243496+0.03561110479563053j),(-0.10739903262492016+0.01605048194664509j),(-0.037653434456079896+0.09029408066280067j),(0.1082227252469644-0.06191596504161261j),(0.03228318192018067-0.07558568352603812j),(-0.05563157087068597+0.02377807809159512j),(0.08732223118351766-0.2552791008559978j),(-0.16891620792250586-0.09554508013754219j),(0.11161585490414026+0.2157388276014701j),(0.16478927811449315+0.1359103843718215j),(-0.07860586108367856-0.12637801595721126j),(0.09437363790222969+0.04808658320223058j),(0.05360412147057303-0.07566330926546336j),(-0.11245943927416788+0.04266529490908803j),(-0.06927555048514358+0.058463750134093745j),(0.07055332995000654-0.022884596117418207j)
136,(0.029516565512518435-0.014168641761134351j),(0.0019214024687179187+0.0020362005461726325j),(0.016455267587273222-0.051105953435035455j),(-0.09148599802828825+0.01937752871128888j),(-0.06569615363727425+0.0242314446390976j),(0.036504877020955374+0.019093418325052815j),(-0.0027714344356259838-0.01767539627065905j),(0.00981177919646233-0.001644576272691692j),(-0.02554414190601555-0.03418392516174717j),(0.006986895396117717-0.04062045897454168j),(-0.025619748448560194+0.05442201363244589j),(0.02202786924261009+0.0009204013924670497j),(0.021359576149259894+0.019486314190555864j),(0.04015794251915594-0.0632815958510146j),(0.039647105357837865-0.010173994387552603j),(-0.08912383238321764+0.0026875479850350576j),(0.02023801987659521+0.03817184403932675j),(0.0062061443850853866+0.017988764808563325j),(0.07195185956121446+0.009069510607470615j),(0.0035276756047593182+0.06435827966546445j),(0.0033114841008352897-0.026599202465883355j),(-0.009989974747421674+0.008825392330388792j),(0.004824087444730833-0.008133127593074798j),(-0.02384675047033179+0.016514095701159564j),(-0.03810301612825019+0.003288213233766937j)
137,(0.26646178806354504+0.04389787101347986j),(-0.046559730628149054-0.026528652119897935j),(0.17605561969811062+0.01359889107210245j),(0.048505531861546325-0.2925173019482858j),(0.03326671800013623-0.035214223259990234j),(0.02133527182255297-0.11128799723326949j),(0.0036367212420431+0.012770716587694075j),(0.01539273501757835-0.08703107520625875j),(-0.13753380833548082-0.05675702709023782j),(-0.012770903982284837-0.01443364926375621j),(0.12788112232044174+0.05286252657953353j),(-0.03667711095001931-0.0006974320045465728j),(0.08400069117796193+0.049811239180563266j),(0.09895935929063651-0.10522822323092754j),(0.018560023840973636-0.012589878143911317j),(0.06178922448090476+0.10023835900681308j),(0.010358793544439325+0.0125589368106682j),(0.07680103022167568+0.07987487412851631j),(0.18723504966096038-0.10325787682464144j),(0.02131546217048117+0.004666383213003035j),(0.011377712867274367-0.010620220373066463j),(-0.021638456008744575+0.0029153441794946694j),(-0.006205485627351229+0.004202991289528547j),(-0.006485843410681886+0.02879060308745028j),(-0.002241483595983798-0.003221949957095781j)
138,(0.43829167029892774+0.008847845417733619j),(-0.02509479448970465-0.10531303259926232j),(0.1278118140056144+0.04507082289108642j),(0.07373563966342983-0.17835906150861228j),(-0.10955804090067567-0.00476734900873985j),(0.1315656792244253-0.06770566698845437j),(0.041871661849997605-0.048057678593626856j),(0.01093480741774324-0.03717678471304837j),(-0.02487841725322642-0.04229690422058355j),(-0.06640319764883454-0.005473802635086371j),(0.15402785055437662+0.18158462885037463j),(-0.0009826911588887567-0.01044159066562823j),(0.06061031547852601+0.07493295947611377j),(0.10250096918167959-0.05521930193990804j),(-0.008292523478827758-0.04458361300798579j),(0.2670823149108774+0.10821680486642864j),(0.01963056458562911-0.08242444293926404j),(0.05773797848469118+0.05589407530892608j),(0.08626088174600102-0.08573904698153859j),(-0.07512751564344183-0.028885741511628194j),(-0.15338597564289017-0.16519703043470632j),(-0.07154662412456789+0.07597266951489444j),(0.0014513339025923125-0.04994137746071399j),(-0.08458462282115094+0.016823249285747056j),(0.06522364607074968+0.050015920681317674j)
139,(0.42455580521856545-0.03442654786915909j),(0.043164273773232856-0.1627737071037403j),(0.04604237286286693+0.1281535624484676j),(-0.03573241713947892-0.20146384597105035j),(0.10979660021132753-0.03204504315050978j),(-0.0706659550841246+0.08671677930818583j),(0.02432220856353887+0.03745261612259475j),(-0.01763183248884732-0.009969261339928908j),(0.04672100457828525+0.04180631128652398j),(-0.02316728726256024+0.019238041256629375j),(0.2012106028138358+0.0446404552009257j),(0.04554901015179275-0.07083569680215211j),(0.03677300999256363+0.06263320157266386j),(0.026134669080166876-0.0760962776026997j),(0.030740427418275353-0.006267002266445917j),(0.10851092053983588+0.13740305537274924j),(0.06503644290388451-0.02362211291766047j),(-0.030494873689096993+0.029166250980721703j),(0.07264750799994713-0.06163941249870931j),(0.029601097678721086+0.04055642788562021j),(0.08630079085968292-0.02231064075441991j),(0.002093876025778872-0.035072712813192256j),(0.004224479500167617+0.01937561908974845j),(-0.014292172733303755-0.04892324719539833j),(0.026920098637924744-0.004019857327390202j)
140,(0.20127197693628734+0.029067000273661697j),(0.11810682274016267-0.005128870616265116j),(-0.11418277792433373+0.15190825476545194j),(0.16127350220824377-0.23120201946880958j),(0.08047362204574986+0.0701349109753715j),(-0.0032637280858324584+0.019496015127391658j),(0.11087939034526761+0.026533029154213815j),(-0.04808013339857335+0.04433365309255065j),(0.07900718312448649-0.034154666188634414j),(-0.0742625094036021-0.01943887508039066j),(-0.09008558767814673-0.07964857689576317j),(-0.10048988888545085-0.13662591420317405j),(0.16903886089978737-0.03646224164090308j),(-0.2246508689335697+0.03804686778242254j),(-0.0076550540223383375+0.009177722484080608j),(0.07734833723887022+0.20805963975751718j),(0.12989952629790347+0.04624942740744099j),(-0.1854384981945623+0.01866214732876334j),(0.3008287616450478-0.02743450317415852j),(-0.07521264960678324+0.14414527999185714j),(0.034429044232159395+0.02133872462160068j),(-0.09017075965045154+0.054190948851202785j),(-0.03156206576411596-0.051940124721986454j),(0.02161246516886232+0.048730691556924915j),(0.08700627670276596+0.008296715387185936j)
141,(-0.015319139355719243+4.331916343512426e-05j),(0.06655204837203613-0.010427806611810789j),(-0.00612797246563071+0.06547729239291929j),(0.025007186636103608-0.12626442340760316j),(-0.03167178603847621+0.01385459003544855j),(0.04159485050441351-0.014969827601851438j),(0.08162433374501904+0.11780454704629623j),(0.0010300470154928631-0.1133434933428297j),(0.0823608183436329+0.19630875309642665j),(-0.11685148860027927-0.0810866263944528j),(-0.0010494275866349552+0.010691862513884785j),(0.08453795845653922-0.03595579074320025j),(0.06109974312156122+0.03380793013702417j),(-0.07492358800706331-0.08530120893677483j),(-0.0580388060189994+0.016731911491507517j),(-0.026861715547719187-0.05660681527172j),(0.11364890303964806+0.01744873023722192j),(-0.2073534986990257+0.035568908513940165j),(0.3653163578309345-0.1087196908319932j),(-0.07086956480094644+0.06364308330977594j),(-0.032812648997456235+0.037204637366511875j),(-0.23299364343595247+0.00498560203725236j),(0.02128060986857678+0.10551984172668535j),(-0.13861376475667583-0.08446738273492592j),(0.22358495066102407-0.042936105514762485j)
142,(0.32479541526028366+0.03279178809979316j),(-0.07201693283832405+0.020391388157485334j),(-0.10607108944394492-0.001790047280667853j),(-0.010328856827089256-0.03162979062516278j),(-0.04179731077524139-0.014026464650141608j),(-0.14106532600909377-0.004926963389108529j),(0.09764072340595803-0.062093134547655415j),(0.12694525528925563+0.011742423450659253j),(-0.05203225684092359+0.126320433303008j),(0.02540792494133504-0.008676044032347171j),(-0.08468649433633557+0.003217964206747519j),(0.0017210993909304376-0.08955095848658043j),(0.0750609045901782-0.06900597661140068j),(0.07869363866956282+0.10775126901029529j),(0.002313683932090511-0.009964223523123365j),(-0.08323280987234775+0.005808229317873966j),(-0.06343718963411474-0.09277205977674317j),(0.03366109439386077-0.11782062828479915j),(0.16803462524675816+0.06921450427986647j),(-0.008544940861178074-0.005806209843639851j),(-0.2562259155725945+0.027222474212826364j),(0.06149515772476385+0.13052381178807113j),(-0.024501195972826698+0.09547571233999336j),(-0.1020739121308826-0.18470585584293148j),(0.048263566608602815+0.029092818779396706j)
143,(0.4904453420315328+0.05634083952188621j),(-0.11087410110521553-0.0082634546769913j),(0.09503949550133996-0.038121241055643795j),(-0.06367525916422727+0.07099086046698894j),(-0.02444808578133189+0.06754480727923456j),(-0.24797343073391478+0.07219048525194668j),(0.09829868694451016-0.05974988709391309j),(-0.07702365086925986+0.06083849776743294j),(-0.01674648929738161+0.029031940673068586j),(0.0037982548186242873-0.08878805069970253j),(0.12042743565263007+0.21975412559095375j),(-0.03250637023833275-0.023121396280104352j),(0.05047678291751089+0.010122390118196937j),(-0.057297228225116514-0.03979411891540515j),(-0.023429288589653645+0.028290281666103555j),(-0.23441587447060608-0.07061101218589587j),(-0.12303125884716686-0.09553821181833372j),(0.062160552508148795+0.12101838319989841j),(0.32244106981933+0.016028269788764343j),(-0.15957768417768536-0.005399425165698069j),(-0.15904285574867263-0.001761337465730026j),(0.21158066643079224+0.14569498134220293j),(-0.13426299092088845-0.12294754006921638j),(-0.28641525268583445-0.11826151968956013j),(0.2033553399440016-0.02274161233493431j)
144,(0.45951019118933756-0.035640336842047954j),(-0.1435644112713294+0.02429567452423224j),(0.12972013509021063+0.09697975129521877j),(0.1254466926294162-0.06741809797122567j),(0.035308001466484655+0.09089836920974972j),(-0.3272613990209184+0.08186384702043922j),(0.09313985126692564-0.023331897445098084j),(-0.11916384374089287-0.10692608203300036j),(-0.08014306408836089+0.08098936055323869j),(-0.033709375644564596-0.026007453161278005j),(0.05873932445960904-0.007186329257349605j),(-0.08348827779653453-0.04058205739559939j),(0.31859011738657866-0.05672005367364197j),(-0.08101088947202566-0.00013339800120644105j),(-0.19528388553157575+0.021624325848948148j),(0.08271490853020641+0.19178194239211646j),(-0.0020690528507401676-0.03106530905246431j),(-0.17812005324885735+0.08248669664263213j),(0.09632845629591028+0.046198556007980326j),(0.06708964446223348+0.03773154497490359j),(0.13711124029990432+0.021124326098738294j),(0.004437287381808347+0.05384378958239419j),(-0.25928866709887183+0.02474728420245606j),(0.1315060051763759+0.004457225375655349j),(0.1885288111842329+0.06949373195280757j)
145,(0.25639761207685846+0.04846982553412479j),(0.026698629026992826-0.05890598345790886j),(0.14275272991288057+0.2008006869539211j),(0.02552408294109894-0.020797295070976808j),(0.030237607733930735+0.08951861549318182j),(0.05466248374590235-0.050478787861554485j),(0.04698514462317893+0.00957359343832333j),(0.0020136580372518385-0.05341155225597204j),(-0.05562987004928355-0.018475229417811975j),(0.10317323383437178+0.006491370893900082j),(0.05833325151971455-0.12741994159343298j),(-0.10845770624361577-0.05197262822114461j),(0.22448812052106995+0.021636232799397748j),(0.07093240573653385-0.008780025622444615j),(-0.05819325142239564+0.006127805719049093j),(-0.11898090336251156-0.014295746519647427j),(-0.09851148922232628+0.026655125550744146j),(0.04947014144758389-0.05544293025745378j),(0.06645021440621662-0.009813320219476455j),(-0.11702082944107903+0.007252475154609646j),(-0.04395299237029998-0.017299726963573625j),(0.12062414468204918+0.02494999034573548j),(-0.1888859708481355-0.10593062460977942j),(-0.12058432247059069+0.01992797965723061j),(0.1503789032178277-0.06986633155236946j)
146,(0.16755179365189535+0.0028004686950239134j),(-0.026813416562812394-0.09226951923496847j),(-0.03187208028995302+0.09261212677565159j),(0.0065159121220763755+0.0124621215031324j),(-0.04113234064357674+0.09060073888297578j),(-0.0375489233596657+0.06244433521855646j),(0.015107464844344727+0.006419604040633681j),(-0.010520016803843289-0.01268883269288233j),(0.04772401778950679-0.002917649290700656j),(-0.032426784228662124-0.034988357076971524j),(0.04862206929766988-0.059291798568468286j),(-0.06420439839936727-0.0060515591572222645j),(0.04929866757126051+0.04497244579702092j),(0.05053479533759131-0.029797853682170306j),(0.014742026242872748+0.04458386357620578j),(-0.04120880803899054-0.003940501792431623j),(-0.04902420494434545+0.018723176943467937j),(0.04843557854017919+0.016625549959387965j),(0.11127832741774854-0.015125350957011334j),(-0.0033829812289540707-0.020181257936789647j),(-0.10460356879833792-0.08452201858517125j),(0.016887608890113467+0.07205001624961568j),(0.03090434263280288-0.07302284245262289j),(-0.09182434184504039+0.005937704948827194j),(0.08350638306192869-0.039067167575667264j)
147,(0.13933652595474905-0.05611575001316344j),(-0.11705003479236731-0.04018336314688083j),(0.04607781948705139-0.0684393737101476j),(0.1228423275354069-0.1480193516634683j),(-0.05735783716276195-0.044608189103293734j),(-0.06292382237353124+0.09544005377747455j),(0.08505644294570092-0.02414824720394703j),(0.005414232918544006+0.06043522233479037j),(-0.003007100436119771+0.1486845722301994j),(0.057037689284239176-0.0010854517503804638j),(-0.011009130207542983-0.0067286573583359415j),(0.013135137966471006+0.02324133862241938j),(-0.018452948227275598-0.00912823596632401j),(-0.02009670070263047-0.02977306284839935j),(-0.013127715633779694+0.006181773302137204j),(0.009689181350466052+0.04709985837345694j),(0.027814903104215416-0.04672795339757728j),(0.014004625646382038+0.030831203441358382j),(0.015843094460036927+0.05836228644662586j),(0.020933116086631533-0.004364022888578741j),(-0.07314766608489852-0.023529862132506324j),(0.031125347840976193+0.06281912439875542j),(-0.04076930427963628+0.003832079512671985j),(-0.086336714671108+0.006170368781658973j),(0.0033128603668250243+0.03102994673680856j)
148,(0.015751051256359495-0.02438574705779729j),(-0.0403047388076265-0.007692640342458715j),(-0.026621352185982678-0.02508830085586861j),(-0.005234742739683528-0.015639655870682924j),(0.0031038907957363503+0.0020802587449949127j),(-0.0011474787988264544+0.019044186238208114j),(-0.015700321605829348-0.00622898077008254j),(0.005572432572133364+0.006675323036945563j),(-0.0063521246057874695+0.010588455842246198j),(0.010614757486288004-0.0069545446958454845j),(-0.027960662090373983+0.03485972072875065j),(0.08372472216815792-0.02914701903017059j),(0.04694180008867447+0.022328499190782412j),(0.010884523262487372+0.006712748944228858j),(-0.005103139557714036+0.015062721310634384j),(0.013231846514407574+0.031611509662596536j),(-0.003943087461612982-0.048071640550860995j),(0.025735838994483944-0.015296289651519098j),(0.004371244280578818+0.002731660218908933j),(0.010388702960554438+0.0006024397305412366j),(-0.0021140079431626454+0.007255625095917372j),(0.031312271530488905-0.009812061804619082j),(0.017436886947877647+0.0005781428704337105j),(0.009233375904630114-0.000812197558930399j),(-0.006383203989357352+0.005554568418188483j)
149,(-0.002769647017160657+0.0031689411670475314j),(0.016410192285597924-0.010488238236838728j),(0.018330925809577195-0.0047905251875122335j),(-0.006231947121568622-0.009765181664885363j),(-0.003427120798734984+0.0008507093681740378j),(0.010094230670938344+0.004244219265251271j),(-0.01301473078750602-0.00795832570824664j),(-0.010788785984300412-0.01460507934145867j),(-0.006913824947753701+0.020460761964477884j),(0.0023629030054857503+0.00748383575284641j),(0.0019794528881995083+0.007703806024185048j),(-0.00026934220739648247-0.0008754222797395478j),(0.001863918468757385-0.00392954516981634j),(-0.01176938989669654+0.006732332378481974j),(-0.003769090551841309+0.004099816426299863j),(0.0002709859677331408+0.0008510107737927708j),(-0.010110425664055362-0.010893143049957556j),(-0.005552125712449696-0.01204545586359913j),(-0.006375287500841912+0.0016323946482732286j),(0.0006459700600866674+0.0006861628588157009j),(0.005951183927537184+0.009028897143827036j),(-0.016062950179927427-0.014701697683906884j),(-0.008756800609206375-0.021223150908899945j),(-0.01912116900366728+0.015615778732757251j),(-0.0015621962010488803+0.007086535062742231j)
