,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
63,(0.7344432565198957+0.07050050164321793j),(-0.06659707810388385+0.038959582222378795j),(0.43765729843047957+0.1917305049911202j),(-0.012175927379809534+0.1280703742035093j),(0.1217490143507362+0.07098394060063473j),(0.2955752266476353-0.28832230770946515j),(0.35453079934275167-0.08820932605448216j),(0.025092530692936932+0.15685053485798153j),(-0.0454332877423716-0.4588238356654528j),(0.11054137895355613+0.1843223323277845j),(0.0473296894393078-0.09539298084352324j),(0.0360162826808675-9.843916987806569e-05j),(0.027468806504289546-0.0241712608669165j),(0.009282402395958903-0.03969681737039052j),(0.018568308743000514+0.007020012522300362j),(-0.1808607089427568-0.25474784174516446j),(0.07962842433700315+0.3435524717596256j),(-0.2574552910777937-0.4255432247930331j),(0.49840502071416176-0.024339766051820727j),(-0.19785093687427394-0.0644903448446758j),(-0.14448966087039464-0.040762157842648555j),(0.14245394650902274-0.15935067827441526j),(-0.10464462752887198+0.12540164299974188j),(-0.17030369273316287-0.22859699701211667j),(0.04994551313734216+0.06621985133000051j)
64,(0.5120412315206171-0.16311022713395565j),(-0.37983031047841126+0.07192656261881372j),(0.1377576445604277-0.23852905132557478j),(0.11651802246856116+0.23140637666762806j),(-0.18490032608278947-0.08277669973001378j),(0.022070109201790002-0.08751653888829672j),(0.13334646894350605-0.06444651693526117j),(0.012478108827499737-0.24031957443839452j),(0.11060797965223548-0.12445095760065772j),(-0.10225770752148544-0.1065032746940394j),(0.06645791450040182+0.025859287035963578j),(0.11482952179876413+0.04802086373569804j),(0.20337235314004837-0.06604372141738798j),(0.11962448058481473+0.03481607035132725j),(0.05613134549970688-0.13183661361956409j),(0.08629725695838726-0.32071963553946475j),(0.007103997424310025+0.400066525319459j),(0.11479128692966178-0.08147672989420915j),(0.27513981444116875+0.10671862736387958j),(0.033569249643080556+0.01706425568419144j),(-0.3385607069890069+0.00206952469718431j),(0.14449721168722982+0.3450330845578621j),(0.011731803720150091+0.42226148828103227j),(0.0011665484661147196+0.07704702868548326j),(0.31405136712322285+0.18688183812272524j)
65,(0.2028995642646961-0.16961678471803296j),(-0.16954055523979883+0.1292929264085764j),(0.0015429230887478614+0.04364212154546976j),(-0.02693169536235316+0.11504461971536611j),(-0.07476621231454483+0.20685747715132993j),(-0.06719351430583295+0.13118396373105942j),(0.22967246447231732-0.015022788423818836j),(-0.0845046693880786+0.0817923444730981j),(-0.06126484191577782-0.04927511822702543j),(0.06619348901267476+0.03638923905687121j),(-0.08094171180218175-0.0318339351724514j),(-0.09976575187810947+0.004378617977570103j),(0.04383015396344846-0.11265928427132417j),(0.07387167858511996-0.037053963892630035j),(-0.03219535610788111-0.12006873929109038j),(-0.1687024660727295-0.6995886472252368j),(-0.6764363602714547+0.18658448032986327j),(0.43482536126555826-0.4318056311791665j),(0.47415042779599065+0.12806762012017414j),(0.06540650589769326-0.28280863459594613j),(-0.024638229627956473-0.13550397054912516j),(0.21535803060221023+0.06803113582641616j),(0.02868758447309073+0.14620045857987077j),(0.014336088630624919+0.08832770787302342j),(0.2413948096222684+0.16923123729300205j)
66,(0.2152140826041096+0.0990746146038563j),(0.035759169636402834-0.01332676533205484j),(0.028089227359724023+0.017095773655927127j),(-0.084926672344595+0.007084467733064863j),(0.13316409145163122-0.14451475645644796j),(0.01956775854618535-0.15786132937263256j),(-0.0024231079164161212-0.027637748087008567j),(-0.0757363451723902+0.0596518450156457j),(0.0083183243289247+0.0669114796755686j),(-0.18126921135863394+0.12864645806391975j),(-0.048283324915965965-0.05506406674632913j),(-0.03608357236017343+0.008038012033182974j),(0.15108057659105745-0.12119063823609985j),(0.051169150572407424-0.010945001270650973j),(0.09725952393138369-0.2659601364206443j),(-0.9427089907633905-0.410454679123372j),(-0.23455429773610828+0.022389185133736153j),(0.5352210275856014+0.04151024505561454j),(0.4800519655133088-0.021166216549561884j),(0.5215151010470366+0.31311740488588485j),(0.09896216913752795+0.09816476865349906j),(0.01185235137935161-0.023018415828132202j),(0.13504566573742577+0.1578552910564183j),(-0.027049586258260514+0.010659587844860152j),(0.39747675406962346+0.07091998826881396j)
67,(0.6450206570747992+0.04044397656184005j),(0.10973482744549963+0.1977462238014342j),(-0.15297743383489365+0.014449136103522041j),(-0.01714218069029646-0.020977910520738014j),(-0.16813575160182997-0.10839663523978721j),(0.016122450602475445-0.3118238484963497j),(0.14097529213175575-0.06278004751969221j),(0.010805963981592483-0.022376766836399276j),(-0.04875015837643536-0.05946906328060639j),(0.044844013862162024+0.10626545053078074j),(-0.25177399106495496-0.0635474647862284j),(-0.10759589958815766-0.012419958094602404j),(0.17434005144954998+0.19658517428941905j),(0.16432428699184973+0.0938938786060467j),(-0.1592944367199128+0.12645359411590398j),(0.05248398500642474-0.07830187824728745j),(-0.012142649621704873+0.25436007326197874j),(0.4792749930838269+0.22385591033602564j),(0.42062245940223714-0.06574676941236271j),(-0.3400298160840277+0.4605927521026238j),(0.1801373785878887-0.1418515109387289j),(0.13578137393403683-0.06380374312815049j),(-0.19112107090909683-0.12050402911384021j),(-0.1841955617386153-0.04724213121411332j),(0.12603515861991255-0.10850233391920412j)
68,(0.3748682424906866+0.09460068744275847j),(-0.16172852529973564+0.20105523370676465j),(0.07536058522688907+0.10273377814797893j),(-0.054503619695086714+0.022630740495722418j),(-0.0901271353770961+0.0771002547316911j),(-0.2404553211535558-0.43571698194716996j),(0.3279756463890623-0.1768278193758131j),(-0.09720515661580119-0.20835734418407884j),(-0.08715746179263588+0.003035753784035377j),(0.17936514517325525-0.049267062432406236j),(-0.028897705755401668-0.00955989457214934j),(0.02273298161864411+0.07520533115152157j),(0.07243967176251687+0.013635416374393448j),(0.09834682540850001+0.0081766736794548j),(-0.005835222606610648+0.03499861534386134j),(-0.3707673087940499+0.36936483799118j),(-0.20983338211795444+0.18931571676485903j),(0.22880832748026578+0.25938490689507876j),(0.5217607395393666+0.11948029148937839j),(-0.1637941778278729+0.04768811067432875j),(0.029354523390035935-0.20900729361847775j),(-0.006745640066216613-0.08950294624646116j),(-0.12727988693107467+0.003018717101691243j),(-0.17978201980873887+0.12199706385630463j),(0.02464589644188178-0.05088857593071713j)
69,(0.5349625838191557-0.10195905497821434j),(-0.04154448616665936+0.22918363552853857j),(0.14925676063247234-0.1212434247345384j),(-0.1182130981780502-0.22572598765048527j),(-0.02059682715055927+0.09905309777492909j),(-0.24696176458891533-0.09214592484674916j),(0.1732629724603425+0.0343055181284533j),(0.0028739232653094866+0.22929044903391735j),(0.02692774164194582+0.1572696751416315j),(-0.046199230304080734+0.30954932106487193j),(-0.07674776193429726+0.005629197800841988j),(0.07683283982739447-0.03550360576228864j),(0.07795113197554324+0.037113219326783284j),(0.03393993339588959+0.03022257297548321j),(0.10555576763147641+0.10375924006398794j),(-0.2849013702644046+0.09910058515305839j),(-0.08695935248153983-0.06056946974414844j),(-0.2353149729964752+0.14075394086693013j),(0.05652288520964071+0.13849332339405554j),(-0.24868799956704568-0.12730032148405027j),(0.09839640878020949-0.28246473668509614j),(0.13018897341717633-0.06406837503118576j),(0.09333849393090551-0.3068625261493811j),(-0.1342268948209693-0.05288422596361399j),(0.3549609721064876-0.10795300587107809j)
70,(0.30975600588290764-0.0745560682949973j),(0.03621470734574848+0.315938546959116j),(0.08266532525317877+0.03201642110608348j),(-0.11455725400882788-0.04700161413587958j),(-0.3879537303540235+0.2523193713268198j),(-0.0670614254787129-0.10916722452054357j),(0.15758818669135222+0.0017982072773147992j),(-0.006013513152487651-0.05642419524558504j),(-0.03175549145645376+0.07247339332724603j),(0.09594492200803187+0.1531695229322764j),(0.07561221074425786-0.22491632108320922j),(-0.01997254149759114+0.1484329919230098j),(0.12990654527248952-0.03301546430546294j),(-0.10405324720662235-0.06815837918114885j),(-0.034074132514667746+0.1378015050596776j),(0.1721956020286393+0.11397250591338198j),(0.22957217441835695-0.48057700965547917j),(-0.14891186367933976+0.21966341178286122j),(0.3140166751759922+0.10284208597024674j),(0.2706715776697013+0.2521431349888322j),(-0.20567647745769616-0.24238166823308566j),(0.005581364839672823-0.24104751493642707j),(0.06633652679000523-0.04403581369997733j),(0.03940589225479134-0.01458195777925822j),(0.4595352408968981+0.0029312393528990732j)
71,(0.37411648129361225+0.17627769411686678j),(-0.02143625379732375-0.023346402691930737j),(-0.3016519860537731+0.015630060821096692j),(0.006917600189414841+0.13527247488950037j),(0.05898107613772247-0.031015255292145463j),(0.025745686970511737+0.2684372626794611j),(0.04098460952580945-0.07244912734888258j),(-0.09931394870665528-0.16025375036832729j),(-0.02034396171486262+0.04189980140191493j),(0.07636450057120112+0.058783374447105484j),(-0.4280875403089425-0.04608864798342771j),(0.10244356139848448+0.06792044241079083j),(0.2858165798084429-0.10413735379547234j),(-0.045241823702395795-0.05468431088890018j),(-0.10056090138451161+0.10498576267845397j),(0.08106005798844813-0.37355095477245226j),(0.36178811539084055-0.39158003830839533j),(0.15874229207039536+0.3138124848725905j),(0.5971498878958376-0.02475723332158941j),(0.2571599930280525+0.3227176865845239j),(-0.20036374086341954+0.18219988228185013j),(-0.02630387757525024-0.15935672340293433j),(0.08903740615094559-0.19971639823694365j),(-0.011913431623201007-0.14393717049683682j),(0.13683193743419272+0.025066020349081217j)
72,(0.48383030334174365+0.17463094871741847j),(0.11087756814070622+0.1558841167211974j),(-0.3050490063580419-0.22609853849358152j),(-0.09663949643556087+0.2869679121936457j),(-0.09109833794481426-0.09657113308111333j),(-7.478900679258884e-05+0.09865011875662988j),(0.30971676698412853+0.1444849107831005j),(-0.09828780932027863-0.3408383934621329j),(0.01044577198734431+0.10652483037435832j),(-0.2220723228375829-0.022811581529457448j),(-0.2813200236611316-0.051790537269257j),(-0.057834120905806266+0.23309632315551115j),(0.369609568613263-0.09191803747621456j),(-0.036249354401575964-0.07498523383987735j),(-0.019320175248895732-0.14626663141261348j),(-0.6008651440532468-0.3107796918222202j),(0.09300014052730704-0.14517813903815263j),(0.2854951776223985+0.17191970562051215j),(0.21803166434670096-0.28923530255489555j),(-0.047639823707019385+0.13883957159958976j),(-0.24167403663228387-0.009164822706953618j),(-0.10030028949723298-0.11416463872509164j),(0.14790620887266243+0.10998082509931825j),(0.007549622255767473-0.16565991803046487j),(0.08561522126869402+0.06203748053059074j)
73,(0.6079270726132635+0.015238280630478364j),(-0.02167700724588959+0.06925210844400655j),(-0.13775307838025816+0.05496842712623881j),(0.055256675428675774+0.24313808513890262j),(0.03268728486483306-0.07913991729524956j),(-0.21263342907738098-0.2906461777822472j),(0.12855763706262377+0.06951441435200129j),(0.05335248295568359-0.1161107698426789j),(0.06104464334661407-0.04824435396597268j),(-0.0801562148174345+0.006386218803385621j),(-0.41406878108337514-0.03973176194348816j),(-0.12450012090368406+0.3021545591499404j),(0.5331317771982819-0.2760368040366892j),(-0.25136738916096885-0.1893655067865962j),(-0.04154744590068819-0.04493697668018328j),(-0.06417983693903626-0.03243757958718062j),(0.30511132981094563-0.191500017293426j),(-0.44741575133116435-0.0531885284741519j),(0.16551780534783012+0.11078243405535632j),(-0.04931800817323219+0.08893081954963514j),(-0.32770155461266265+0.15291147942207373j),(-0.015254774941847139-0.18047783333233014j),(-0.046327250228375874+0.08490375452681619j),(-0.016024243163684775-0.14390264945040726j),(0.02419014566717067+0.08050167499885255j)
74,(0.41935532048729457+0.07563589208927801j),(-0.14864386426649287+0.27185096652658297j),(-0.008630704071851084+0.09787561361268154j),(-0.16986693591039528+0.15463642816014578j),(-0.049106819282497896-0.028472179812964613j),(0.058264648450245-0.20983870241075284j),(0.14521046874440924+0.06710637169030871j),(0.19456738550298508-0.05689265418955928j),(0.04873381076576178+0.07630792506615183j),(0.005168029096617777+0.0505024843425871j),(0.08108158529272103+0.004469984178993178j),(0.04211055687138882-0.010050707704715075j),(0.5563171692418809-0.10878978624213367j),(-0.09299712123362336-0.043479735982787315j),(0.04790994017477124+0.1055296854395345j),(-0.2530725456808761-0.032788380850666515j),(0.0073909440069436436-0.11322133034507988j),(-0.5664440379458203-0.022486158979605625j),(0.1482881837882671-0.011475192207636258j),(-0.009193534479603617-0.1020298624087102j),(-0.011864730142859386-0.08644556961701624j),(0.021653291186984665-0.03415052356626803j),(-0.040615395898876416-0.38356465005350737j),(-0.013592100430827408+0.06307965246291485j),(0.07393958160690844-0.02247728532981698j)
75,(0.48317684388754134-0.05765807333014649j),(-0.2092545926028892+0.3449453970386829j),(-0.00833560228565118+0.1806528493786027j),(-0.08867509599735626+0.14407755268654393j),(-0.217098844498397-0.18442529690398587j),(-0.15556941520710682-0.22301729885186244j),(0.2653481217004213+0.07098164643689016j),(-0.06931672061778876+0.07555232391596767j),(0.1300957203404826-0.020915413911810506j),(-0.13645152607933256+0.08920922506540137j),(0.04704301163272511-0.13014549882523885j),(0.0074829845939989505-0.023220335188967413j),(0.3778278561681596-0.1371891646512615j),(-0.0488997140968804+0.07749736133928865j),(0.09001277226989042+0.18735402450307106j),(-0.14332183841535667-0.18563879610436682j),(0.0027533411453511125+0.20659104925576927j),(-0.5194440050520639-0.5590356852231456j),(0.21513994200531514+0.11610735095197569j),(0.1456188963737653-0.3173659642791936j),(0.01743876238682351-0.1198706920527045j),(-0.09894931566679202+0.022865625966149602j),(0.1657003327185132-0.4642099344283114j),(0.001917403220499176+0.13746305289948366j),(0.24167357151169908+0.007758240592542237j)
76,(0.060184389965554225-0.01195245825448369j),(-0.0306094058187372+0.0251959163917044j),(0.1215421029202627-0.047822577337027536j),(-0.12432189889969347+0.04246414964858345j),(0.02991702388792162+0.0721178220917798j),(0.19095563795186865+0.34140803985231444j),(0.2577737100673418+0.050810206705114255j),(-0.47330523051022133-0.00415510566938157j),(0.06714740272441336-0.10451719468918229j),(-0.05514511701727233-0.3040538321936027j),(-0.5376877037864031-0.14720055289713718j),(-0.35433310838233234+0.09243375529558737j),(0.5271844015099494-0.18184493959146034j),(0.04737849003732703-0.02832520408560457j),(0.19329679980818018+0.2942034590570444j),(-0.8169572227369625-0.37796758195894403j),(-0.2905742495524197-0.05355827385626788j),(0.1500361284757169-0.03996514947416285j),(0.5838721402453768-0.0010475600253457285j),(0.12274106748654001+0.0918750038062283j),(-0.1085655095077841-0.11451227752915769j),(-0.12366905772130515+0.04897152554612418j),(0.24645995843023483-0.13713390395470448j),(-0.06882377862502705+0.09938837437973877j),(0.1092814580863147+0.14403475116617603j)
77,(0.15927683515385102-0.1304754605464064j),(-0.030148024702029874-0.3749780929560231j),(0.020321643809591988+0.016117835439561308j),(-0.08162786777703324+0.01299207803385055j),(-0.10578584798840565-0.10228176990536623j),(0.08610631539818903+0.3720421900465226j),(0.5631153202462209+0.17197904341699144j),(0.02244386671806368-0.07681405763630296j),(0.17595215487904292-0.06133727926957112j),(0.16283771228544-0.05205856736743954j),(-0.06998386489028777-0.018800427636959383j),(-0.11097672421903908-0.01807325324765625j),(0.09735242924396444-0.03802928401253407j),(0.061006706172043935+0.14836729235862095j),(-0.09191492242963308+0.026477340579479543j),(-0.017597471439416163+0.22697088039713031j),(-0.1612917477428547+0.04320665318203561j),(0.08990461919418236-0.4986086534984905j),(0.7203787741379828+0.06988046288810922j),(-0.161419828947339+0.304253171377998j),(0.09609417747247676-0.13350832793203596j),(-0.05288021136485807-0.21591466851771834j),(-0.036258859014864996+0.06628195140390084j),(-0.13847711670846397-0.045012892474184836j),(-0.03496477720268143-0.07335476174616046j)
78,(0.232772162301902-0.048872755942453015j),(0.03833597174508464-0.16907590452374183j),(0.05896839652601633-0.16759303616589016j),(0.03917477131623809-0.08602487686319096j),(-0.018196685438566798-0.16000984696567228j),(-0.00014425482715397996+0.3599720993926042j),(0.29842807798695864-0.01582225701818947j),(0.35416583718738415+0.1282275172454106j),(0.05733514930383202+0.148753849701487j),(0.26744284635384186-0.11070761002598822j),(0.0577888867258837-0.003989674086328335j),(0.28433238335730426-0.06044352267591431j),(0.159950088973639+0.1599629122794772j),(-0.1516955289836861-0.05468132227382856j),(0.2501900215808332-0.12751432975051916j),(0.4156778330441924+0.6280479929993392j),(-0.26703475222377204+0.24231354819737025j),(-0.06267355002446157-0.4968255789305326j),(0.8385001872960797-0.036371799071413274j),(-0.23190153504973884+0.2743189587589444j),(-0.022207786608133266+0.0047054845823116245j),(0.07005159772558195-0.04252110479877015j),(0.07359761560344251+0.045916205094725694j),(-0.057955517130781176+0.030080204875824128j),(0.05645767662489211-0.05889610024742151j)
79,(0.5284360708437073-0.10372028720531422j),(0.06674374378193854+0.03453742202166925j),(0.09625832068320117-0.3045395609110684j),(0.19531490957791353-0.20185265996365348j),(0.07901051475929433-0.12709544965227912j),(0.09383982672727884+0.11659675109924399j),(0.19876904426026543-0.08252326293990093j),(0.08462355777381217-0.1581191901194977j),(0.02927124869377566+0.06531712016285157j),(-0.14020969690655596-0.17658634920626795j),(0.35426164945496286-0.20712321242712536j),(-0.0048668801951379514+0.22470662338072456j),(0.09891706847571106-0.14695527217869486j),(0.08975821149460367-0.257522013355404j),(0.2817069137542768-0.12008222110078295j),(0.3266869505260544+0.8447654830488498j),(-0.18752792513257144-0.3665777152071574j),(0.21256536410279353+0.01775559404423152j),(0.4698863866707669+0.38430985409926915j),(-0.24312234605500516+0.4265930532385651j),(-0.259221328569669+0.024271045561898078j),(0.009776595712642604+0.16550332860582245j),(0.055914953284427915+0.17133448047354183j),(-0.12899390264260363+0.040667404051062624j),(0.14307671591712637-0.05111103177535893j)
80,(0.2338852701359344+0.09648497285901533j),(0.039452861356041126+0.16120006639923834j),(0.24716308382974106+0.04267867418036292j),(0.29033575460167693+0.10256393629263305j),(-0.04423329672840807-0.0151589970686354j),(0.025506545509376533+0.1393306234617325j),(0.5717427724674249+0.02989016205574685j),(0.16907250674307708-0.11585070196792084j),(0.1331381606478288+0.046886517664557106j),(-0.14408353664546591-0.05474960316977807j),(0.28132830297148864-0.22502219249244096j),(0.1397477397003734+0.3030161339610374j),(0.2957188284262984-0.19696680251181942j),(0.3574724777792715-0.23721379661068512j),(-0.01634740121667875-0.0015718950099893828j),(0.33309211983280596+0.13305460954626477j),(-0.03270311611817936-0.23877467653432344j),(0.158267625845914-0.0035087863678542053j),(0.31446037147066114+0.08372564416296725j),(-0.07091022089649826+0.08412403003774518j),(-0.1659073462186636-0.05051414800862494j),(-0.25097139135478574+0.047864825319775886j),(-0.15649318676959745+0.09817874942235907j),(-0.2103899602706782+0.012107382544015818j),(0.08584081761677942-0.013133976565909974j)
81,(0.5653636229260676+0.034562542749063244j),(-0.09387678952348441-0.03620968161796791j),(0.1793940092182626+0.06473106976220333j),(0.12934793065142833+0.13513867070596491j),(-0.09204712476059278-0.11546664033330464j),(-0.011636204011796929+0.12158964646392545j),(0.47919173712996244+0.020111538002768853j),(0.186142789428811-0.21718868865242147j),(0.37391471330506687-0.27899817023627327j),(0.013071784596465616-0.1793462587853631j),(0.34354195872746146-0.31334089173117896j),(0.10087637105194847+0.16588464422841467j),(0.28279587122185906-0.120035219952381j),(0.3879813167848627-0.020534716414077336j),(-0.08623886686085662-0.07810610072204657j),(-0.02487124917097462+0.0037505882056009495j),(0.1530661335532873+0.15146191209639548j),(0.134605982080592-0.02945564270927882j),(0.21983742005927728+0.008829549958653038j),(0.047526874443360095-0.054103773888891836j),(-0.21296840421201288+0.07096464470376715j),(-0.029806687064343404-0.07838507802270396j),(-0.1466633889540071+0.013317060491086323j),(-0.1789428818633288-0.042555874957951115j),(0.028630043675576214+0.05653158924189553j)
82,(0.49731833697880307-0.06233612353227151j),(-0.12625021100533076-0.09413777142721709j),(-0.17615162901818116-0.02938782481357538j),(-0.23534392244679722+0.18142210910119572j),(-0.2015846999260236-0.17412985033295095j),(-0.009435014896614176+0.0716432274575846j),(0.4058812269294798+0.08757367825691773j),(-0.1293612097995157-0.26688096974355285j),(0.06102537234724294-0.16072533360423882j),(-0.15520017999246435-0.00942687066952283j),(-0.025078585623133604-0.14345771054240858j),(-0.06312506859367611+0.329671514718027j),(0.15775914434834365-0.07297175288551006j),(0.15141769092002383+0.11090484460953794j),(-0.07419569644311189-0.07371576847701106j),(-0.178167307139339-0.10574348577871688j),(0.08146110043660121+0.2115081452329746j),(0.09270871724974411-0.05073593435470602j),(0.1807407459935242-0.004972031264609378j),(-0.02870640620194994+0.051594695860534986j),(-0.303203967215943+0.25225330959530046j),(-0.2198293624352302-0.15734216786026264j),(0.21504481615117715+0.19751040012429202j),(-0.015759332096328703-0.1211972873785364j),(0.3840522750387053+0.05270622942547301j)
83,(0.5962093241464894-0.2458183438364256j),(0.13539167152750414-0.10530067406684449j),(0.008028527623544252-0.11982742822031527j),(-0.11946316358132883+0.1915389124349828j),(0.11952475906704903-0.048416468905879695j),(0.12031724874116717+0.3811375476779574j),(0.12062078457748884+0.2267587063866669j),(0.12630138420327613-0.22906263368876476j),(-0.13980466545730166-0.08134552680436159j),(0.02956157487007768-0.0381274867873633j),(0.17922520180368107+0.23125026530938206j),(-0.07935194112633939+0.2714211342855423j),(0.4573988292549977-0.16512923254837922j),(-0.12871513164001053-0.06768602574195796j),(0.20954971347803236-0.055137618769042746j),(0.32799433813803064-0.4555012188474836j),(-0.1890488394681662-0.01735141080255824j),(0.38412702659836484-0.016733676952088494j),(-0.007073986843047886+0.14697482585119467j),(0.2710302093104802-0.08886751352219052j),(0.0715594744565469+0.009208776629226383j),(-0.37414091338753463+0.14947500608451042j),(0.6676943607561197+0.17471939982154383j),(-0.02475351101226133-0.06590109166341543j),(0.3319381271219365+0.037214044146943015j)
84,(0.3928647240613525-0.008992813513585593j),(-0.003664184549805702-0.04781235108538066j),(0.13154601041062713-0.05516539855881192j),(-0.0009917658843804633-0.03128128987784187j),(0.04849918194264706+0.13219894057252118j),(-0.1841804614726606+0.12031589756884224j),(0.02737023212847238+0.060684664580011316j),(-0.10742894380943956-0.04654102452747605j),(-0.06076452220169694+0.05317714725679796j),(-0.04926553868615371-0.07086048381118909j),(-0.04334355212724597+0.28950912518990224j),(0.011242857950396963+0.010091885312502633j),(0.09363262796867124+0.06688321856858255j),(-6.126506123735331e-05-0.040858180475852435j),(-0.08951008102207161+0.02700026039909932j),(0.26012897977616184-0.16331160748603232j),(0.031083749756357165-0.30667351334079107j),(0.08905241067869735+0.7891480964891957j),(0.5415851357877124-0.034889670694443486j),(-0.06393571254229502+0.16577172085919487j),(0.032681682568445496-0.6390331050079947j),(-0.016356018374054475-0.016800317821898843j),(-0.25109369768573264-0.12718809084453786j),(0.007805021915210597+0.10980883875841987j),(0.18576555342536236-0.08368539894056501j)
85,(0.3405110828717083-0.07279243590595874j),(0.009125101813402422-0.01977327294044691j),(0.1459692920904124-0.308029176753559j),(-0.0492254787547351-0.0864597660586764j),(-0.02281134481261887-0.003293829681132796j),(0.18353842946686316-0.0366709705738272j),(0.06602178708598627+0.016770347355619084j),(-0.06393207015354802-0.1261686996792971j),(0.11352505167989765-0.024297236116129328j),(-0.0773912666173072-0.05948498928057479j),(0.03849457670876263+0.29081778673269115j),(-0.008038687859496322-0.013696724080595475j),(0.32276464875192007+0.14866581408488783j),(0.014454750351626595-0.06876202304419463j),(0.025363152501201185+0.018529609678945j),(-0.04987233067277447+0.3995305977360915j),(0.1852267501911174+0.0703300139158727j),(-0.08427688622904342+0.4198708256394852j),(0.48300656363076927-0.004183079772956844j),(-0.174824854439821-0.15398723140475912j),(-0.07809364783214515+0.07155931955953235j),(-0.04728840224297126+0.09061973153534009j),(-0.0257707704657556-0.11046958514260999j),(-0.025784512321526273+0.21274387771378872j),(0.09856250402431338-0.08846064576159143j)
86,(0.43960787680015184+0.029782069279980738j),(-0.08499045578565853-0.3362733468099588j),(-0.23647503108296347+0.20748888230610474j),(-0.011710755030813716-0.1933399703246631j),(-0.06731141610568356-0.10301320989669212j),(-0.031095725157660802+0.18137928583503632j),(0.28690689365341276-0.061778146994363015j),(-0.01494502898616007-0.16047147257610234j),(-0.01980868500542364-0.07588573734786219j),(0.04525761343975309+0.04491760788582167j),(-0.1503791149040406-0.06483243939852926j),(0.07440989111387793+0.27367818700207136j),(0.18470118800226262+0.008046716437726337j),(0.0377628016534766-0.06389187701134855j),(-0.06423919064714519+0.0638275260721774j),(-0.01509111237633332+0.2195656896420458j),(-0.22673890230338603+0.4911172020633202j),(-0.1740222424909429+0.23586994915264j),(0.66606711761813+5.15337015732642e-05j),(-0.1330432855082686-0.27584162057595646j),(-0.20112783880314558+0.07051164658726529j),(0.0673814810713665+0.08557534223644082j),(0.03756694340267592-0.15280093953723978j),(0.02621403363857457+0.131727144788272j),(0.07500799196705535+0.023897827575082662j)
87,(0.43047077839366793+0.13237748562742135j),(0.08705339338472948-0.11499184817356195j),(-0.32117162373076585+0.11156606168489486j),(0.15317950810253828-0.09168087669378383j),(-0.13079848436149913-0.22991523279068604j),(0.09058520644488792+0.17743949597422357j),(0.21214739311869696-0.23750371827826836j),(-0.173262973636518-0.08774824686343217j),(-0.1970075158323616+0.07268284524126559j),(-0.10747276204682664-0.06711731605208496j),(-0.07551765822745352-0.1240289755195272j),(-0.3804870820945635+0.1647817984805335j),(0.13132935822319514+0.09274884706616307j),(0.29322752851550643+0.12571386417671324j),(0.1749747669207598+0.132347579672093j),(0.32639113291564903-0.08330739691423866j),(-0.6080710461523929+0.35787572708622994j),(-0.07782247191283104+0.2878138542312395j),(0.8387543967254893+0.008875480230897265j),(0.24315543557034114-0.07948090035611352j),(-0.19198215861409418+0.2744878724362968j),(0.13328717934880657-0.07512168579257124j),(-0.03272891043636415-0.26172465529191685j),(-0.14020261796524336+0.19130550537272314j),(0.10726421951288737+0.003501905353786583j)
88,(0.41518620355026703-0.30626760404665015j),(0.011151689344076062+0.12481884622796921j),(-0.07434134218918613-0.05061834335109965j),(0.30048867477427676-0.05994575487812226j),(0.18820412488320593-0.20923610746089893j),(-0.0350450137422905-0.12352092102035195j),(0.6100874192306153+0.14597855138468974j),(0.03365298752736426-0.30570629969991675j),(-0.2260612560099168-0.034365614685027496j),(-0.008271670036743561-0.4231091210984907j),(0.028450960631679484+0.07436759620228905j),(0.04244772344506307-0.16060359380711536j),(-0.07664685682472798-0.036105216359492875j),(-0.0014103102230250248+0.11558084694982772j),(-0.07684281868964504+0.015633516541567624j),(0.6827625332917014-0.12042469273704098j),(-0.3623247838674312-0.1710077486023665j),(-0.22468581402481835+0.06995411092583763j),(0.5620286593382258+0.18194660459139098j),(0.1856573433289281+0.07387833057661043j),(-0.010383587572038213+0.32810111029689515j),(0.16031320521118164+0.21584072606907415j),(0.18590873125130056-0.14990354200143816j),(-0.2143623116063434+0.11309998563652499j),(0.1628720795452905+0.014447664430062339j)
89,(0.6561947263732241+0.0767616940233734j),(0.11106524390057165-0.23720901699499872j),(-0.14207850538463862-0.1373119010455145j),(0.1303788481495214+0.1049817606632382j),(-0.03763324168307803+0.05656275374018768j),(0.16836546185405354+0.2612336518520764j),(0.25675929907346245+0.048993983731296153j),(-0.15523629209000128-0.19084238693667954j),(-0.05162615208361173-0.13380151322976497j),(-0.13564196888443586-0.07676650441476564j),(-0.0888290233612526-0.017260134483732086j),(-0.1576267611324469+0.1228389618506781j),(0.1874211134515167-0.08627449548497215j),(0.20814975963479562+0.03561388869793225j),(0.1302211053589873-0.0671481778568881j),(0.16780968349977687-0.22712229987792767j),(-0.3160598888502283+0.22704180232604898j),(0.2267773307430758-0.35203235246655806j),(0.623630698315905-0.08123259979062125j),(0.2534212037511556-0.20756588027318618j),(-0.1309586878370794+0.4224284777229016j),(0.1590323362578229+0.01023786122188021j),(0.08600154903991972+0.032920919600722326j),(-0.19213430988759722+0.14449119802775956j),(-0.056094944626643675+0.04175141752092407j)
