,rd,alpha,Fs,x,y,z,Node 1,Node 2,Node 3,Node 4,Node 5
0,6.441114012729174,0.4290465959132693,16000.0,,,,,,,,
1,4.397079334537814,0.4290465959132693,16000.0,,,,,,,,
2,4.66307968321712,0.4290465959132693,16000.0,,,,,,,,
Source 1,,,,3.558505960301022,0.6102701916864797,0.7537062924743284,,,,,
Source 2,,,,2.3925837126507696,2.4673722949420496,2.6613274550282906,,,,,
Noise 1,,,,3.0555520364471636,2.462151511449675,3.7970906005418863,,,,,
Node 1,,,,5.41247605212406,3.1269583660108786,2.4194588350127746,,,,,
Node 2,,,,3.9922566328710465,3.735015581208956,0.3930885696646689,,,,,
Node 3,,,,1.8927040420062236,0.2674767309112204,0.14963542861547593,,,,,
Node 4,,,,1.5735941936668427,4.065516938466349,2.8448040357718902,,,,,
Node 5,,,,4.438472976328596,3.1733911768989445,1.3871068255939933,,,,,
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
h_sn 1,,,,,,,0.0,0.0,0.0,0.0,0.0
